out:sDA,out:ID,Link_E1a
0.468254,E1a-1.2-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/h4JJ2TLs/E1a-1-2-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.587302,E1a-1.0-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/SKTsrxjC/E1a-1-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.404762,E1a-0.8-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/rstL58t4/E1a-0-8-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.349206,E1a-0.6-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/C150LChz/E1a-0-6-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.444444,E1a-1.4-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/52J69rZS/E1a-1-4-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.436508,E1a-1.2-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/59HHsLBm/E1a-1-2-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.492063,E1a-1.0-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/xdxCR1qz/E1a-1-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.36508,E1a-0.8-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/tJVHFXVn/E1a-0-8-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.261905,E1a-0.6-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/PxJHrbXq/E1a-0-6-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.698413,E1a-1.4-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/Z5L0WcSH/E1a-1-4-S-0-6-15-O-0-6-6028-No-daylight.png
0.611111,E1a-1.2-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/2jP1MyGc/E1a-1-2-S-0-6-15-O-0-6-6028-No-daylight.png
0.531746,E1a-1.0-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/zftBjG3x/E1a-1-S-0-6-15-O-0-6-6028-No-daylight.png
0.428572,E1a-0.8-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/MX2JDhyQ/E1a-0-8-S-0-6-15-O-0-6-6028-No-daylight.png
0.277778,E1a-0.6-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/k4GCXNJc/E1a-0-6-S-0-6-15-O-0-6-6028-No-daylight.png
0.603175,E1a-1.4-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/RZTqWRBL/E1a-1-4-S-0-6-15-O-0-6-5123-No-daylight.png
0.515873,E1a-1.2-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/NGWKSFDp/E1a-1-2-S-0-6-15-O-0-6-5123-No-daylight.png
0.444444,E1a-1.0-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/DzjZgwmp/E1a-1-S-0-6-15-O-0-6-5123-No-daylight.png
0.34127,E1a-0.8-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/5jdW3ZwQ/E1a-0-8-S-0-6-15-O-0-6-5123-No-daylight.png
0.150794,E1a-0.6-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/FRzvsbrb/E1a-0-6-S-0-6-15-O-0-6-5123-No-daylight.png
0.484127,E1a-1.4-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/pLBymZH0/E1a-1-4-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.444444,E1a-1.2-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/PfBC9JyV/E1a-1-2-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.531746,E1a-1.0-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/SKTsrxjZ/E1a-1-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.373016,E1a-0.8-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/vDFwzpWn/E1a-0-8-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.269841,E1a-0.6-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/SsR4NLST/E1a-0-6-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.436508,E1a-1.4-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/L8VhJTpT/E1a-1-4-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.404762,E1a-1.2-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/zD9y6v7d/E1a-1-2-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.444444,E1a-1.0-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/1zCtH34C/E1a-1-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.325397,E1a-0.8-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/YjKB3J1m/E1a-0-8-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.150794,E1a-0.6-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/RFhmV1Sd/E1a-0-6-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.642858,E1a-1.4-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/XYgXr8W3/E1a-1-4-S-0-8-15-O-0-8-6028-No-daylight.png
0.555556,E1a-1.2-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/pXzmHvc6/E1a-1-2-S-0-8-15-O-0-8-6028-No-daylight.png
0.484127,E1a-1.0-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/vB4mSw6S/E1a-1-S-0-8-15-O-0-8-6028-No-daylight.png
0.373016,E1a-0.8-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/z3ZYj9nP/E1a-0-8-S-0-8-15-O-0-8-6028-No-daylight.png
0.166667,E1a-0.6-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/bJ5hGGrF/E1a-0-6-S-0-8-15-O-0-8-6028-No-daylight.png
0.547619,E1a-1.4-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/Hktjr2mg/E1a-1-4-S-0-8-15-O-0-8-5123-No-daylight.png
0.47619,E1a-1.2-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/NGWKSFbc/E1a-1-2-S-0-8-15-O-0-8-5123-No-daylight.png
0.380953,E1a-1.0-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/ZRWqDzy7/E1a-1-S-0-8-15-O-0-8-5123-No-daylight.png
0.285714,E1a-0.8-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/z3ZYj9nd/E1a-0-8-S-0-8-15-O-0-8-5123-No-daylight.png
0.111111,E1a-0.6-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/hjYBJJvp/E1a-0-6-S-0-8-15-O-0-8-5123-No-daylight.png
0.444444,E1a-1.4-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/2Sx31wYC/E1a-1-4-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.428572,E1a-1.2-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/qMyNTrDF/E1a-1-2-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.47619,E1a-1.0-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/0QzNH1JB/E1a-1-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.34127,E1a-0.8-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/CdTpNWjQ/E1a-0-8-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.190476,E1a-0.6-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/9Mkh440S/E1a-0-6-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.404762,E1a-1.4-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/zGk3yjNN/E1a-1-4-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.380953,E1a-1.2-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/8PM7SGXX/E1a-1-2-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.396826,E1a-1.0-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/LXJs0FZQ/E1a-1-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.285714,E1a-0.8-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/HjD12fQZ/E1a-0-8-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.126984,E1a-0.6-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/9Mkh4408/E1a-0-6-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.84127,E1a-1.4-S-0-30_O-0-6028-No,https://i.postimg.cc/k5XGKbMD/E1a-1-4-S-0-30-O-0-6028-No-daylight.png
0.769841,E1a-1.2-S-0-30_O-0-6028-No,https://i.postimg.cc/zXKyrNPv/E1a-1-2-S-0-30-O-0-6028-No-daylight.png
0.68254,E1a-1.0-S-0-30_O-0-6028-No,https://i.postimg.cc/TwKPHvDw/E1a-1-S-0-30-O-0-6028-No-daylight.png
0.579365,E1a-0.8-S-0-30_O-0-6028-No,https://i.postimg.cc/KcKK0BPz/E1a-0-8-S-0-30-O-0-6028-No-daylight.png
0.484127,E1a-0.6-S-0-30_O-0-6028-No,https://i.postimg.cc/hv7qVSQk/E1a-0-6-S-0-30-O-0-6028-No-daylight.png
0.722222,E1a-1.4-S-0-30_O-0-5123-No,https://i.postimg.cc/yNYxcZ68/E1a-1-4-S-0-30-O-0-5123-No-daylight.png
0.666667,E1a-1.2-S-0-30_O-0-5123-No,https://i.postimg.cc/3JmkThbJ/E1a-1-2-S-0-30-O-0-5123-No-daylight.png
0.579366,E1a-1.0-S-0-30_O-0-5123-No,https://i.postimg.cc/50XtkWC9/E1a-1-S-0-30-O-0-5123-No-daylight.png
0.492063,E1a-0.8-S-0-30_O-0-5123-No,https://i.postimg.cc/VsSSKnqk/E1a-0-8-S-0-30-O-0-5123-No-daylight.png
0.380953,E1a-0.6-S-0-30_O-0-5123-No,https://i.postimg.cc/ydGHJJW1/E1a-0-6-S-0-30-O-0-5123-No-daylight.png
0.84127,E1a-1.4-S-0-30_O-0-6028-Yes,https://i.postimg.cc/BvQbHKZL/E1a-1-4-S-0-30-O-0-6028-Yes-daylight.png
0.761905,E1a-1.2-S-0-30_O-0-6028-Yes,https://i.postimg.cc/J4ZsL8ds/E1a-1-2-S-0-30-O-0-6028-Yes-daylight.png
0.666667,E1a-1.0-S-0-30_O-0-6028-Yes,https://i.postimg.cc/bJZvFftv/E1a-1-S-0-30-O-0-6028-Yes-daylight.png
0.579365,E1a-0.8-S-0-30_O-0-6028-Yes,https://i.postimg.cc/NGyydm6F/E1a-0-8-S-0-30-O-0-6028-Yes-daylight.png
0.484127,E1a-0.6-S-0-30_O-0-6028-Yes,https://i.postimg.cc/yxSz0VSC/E1a-0-6-S-0-30-O-0-6028-Yes-daylight.png
0.722222,E1a-1.4-S-0-30_O-0-5123-Yes,https://i.postimg.cc/s2Dx7hf2/E1a-1-4-S-0-30-O-0-5123-Yes-daylight.png
0.642857,E1a-1.2-S-0-30_O-0-5123-Yes,https://i.postimg.cc/4NVYgGFd/E1a-1-2-S-0-30-O-0-5123-Yes-daylight.png
0.571429,E1a-1.0-S-0-30_O-0-5123-Yes,https://i.postimg.cc/HxrLP1ys/E1a-1-S-0-30-O-0-5123-Yes-daylight.png
0.492063,E1a-0.8-S-0-30_O-0-5123-Yes,https://i.postimg.cc/QNBBf1QM/E1a-0-8-S-0-30-O-0-5123-Yes-daylight.png
0.380953,E1a-0.6-S-0-30_O-0-5123-Yes,https://i.postimg.cc/bJ5hGGdN/E1a-0-6-S-0-30-O-0-5123-Yes-daylight.png
0.777778,E1a-1.4-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/sgzvfLth/E1a-1-4-S-0-2-30-O-0-2-6028-No-daylight.png
0.706349,E1a-1.2-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/pV99szfz/E1a-1-2-S-0-2-30-O-0-2-6028-No-daylight.png
0.611111,E1a-1.0-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/9f8MpQz0/E1a-1-S-0-2-30-O-0-2-6028-No-daylight.png
0.515873,E1a-0.8-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/8crVL1r5/E1a-0-8-S-0-2-30-O-0-2-6028-No-daylight.png
0.396826,E1a-0.6-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/W4XjvYvF/E1a-0-6-S-0-2-30-O-0-2-6028-No-daylight.png
0.666667,E1a-1.4-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/vZyc8KpD/E1a-1-4-S-0-2-30-O-0-2-5123-No-daylight.png
0.611111,E1a-1.2-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/CMZZckG8/E1a-1-2-S-0-2-30-O-0-2-5123-No-daylight.png
0.523809,E1a-1.0-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/1z5XwqRD/E1a-1-S-0-2-30-O-0-2-5123-No-daylight.png
0.436508,E1a-0.8-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/prntK2nL/E1a-0-8-S-0-2-30-O-0-2-5123-No-daylight.png
0.325397,E1a-0.6-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/ZqVZSsSn/E1a-0-6-S-0-2-30-O-0-2-5123-No-daylight.png
0.444444,E1a-1.4-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/GmRH3fZs/E1a-1-4-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.452381,E1a-1.2-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/HWJJ6Xwb/E1a-1-2-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.619048,E1a-1.0-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/3wSRBxWW/E1a-1-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.428572,E1a-0.8-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/cC8Nfs8J/E1a-0-8-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.388889,E1a-0.6-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/mr8Rspsc/E1a-0-6-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.436508,E1a-1.4-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/vZyc8Kpn/E1a-1-4-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.444444,E1a-1.2-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/44KKWV6t/E1a-1-2-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.531746,E1a-1.0-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/ZqKnpdYr/E1a-1-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.388889,E1a-0.8-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/8crVL1rP/E1a-0-8-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.31746,E1a-0.6-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/KYJF2p28/E1a-0-6-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.722222,E1a-1.4-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/T3xp2sZC/E1a-1-4-S-0-4-30-O-0-4-6028-No-daylight.png
0.642857,E1a-1.2-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/Kcd1wjfB/E1a-1-2-S-0-4-30-O-0-4-6028-No-daylight.png
0.555556,E1a-1.0-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/DzjZgwmd/E1a-1-S-0-4-30-O-0-4-6028-No-daylight.png
0.444444,E1a-0.8-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/d3TKGqTG/E1a-0-8-S-0-4-30-O-0-4-6028-No-daylight.png
0.31746,E1a-0.6-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/C150LChq/E1a-0-6-S-0-4-30-O-0-4-6028-No-daylight.png
0.611111,E1a-1.4-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/8zGjkYqH/E1a-1-4-S-0-4-30-O-0-4-5123-No-daylight.png
0.555556,E1a-1.2-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/Y2JvZ0RW/E1a-1-2-S-0-4-30-O-0-4-5123-No-daylight.png
0.484127,E1a-1.0-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/yNQdP8W0/E1a-1-S-0-4-30-O-0-4-5123-No-daylight.png
0.380953,E1a-0.8-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/mkFG7bFM/E1a-0-8-S-0-4-30-O-0-4-5123-No-daylight.png
0.222222,E1a-0.6-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/rmsTFGVR/E1a-0-6-S-0-4-30-O-0-4-5123-No-daylight.png
0.444444,E1a-1.4-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/Z5mCYQ1H/E1a-1-4-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.468254,E1a-1.2-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/44rYqyP6/E1a-1-2-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.555556,E1a-1.0-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/yNQdP8Wy/E1a-1-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.388889,E1a-0.8-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/fy0hYw0x/E1a-0-8-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.325397,E1a-0.6-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/PxJHrbXY/E1a-0-6-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.436508,E1a-1.4-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/Sx4JQPwg/E1a-1-4-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.436508,E1a-1.2-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/SQwn3Rdz/E1a-1-2-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.468254,E1a-1.0-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/Pq3x45Nm/E1a-1-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.36508,E1a-0.8-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/d3TKGqTr/E1a-0-8-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.222222,E1a-0.6-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/vBTyH7Yg/E1a-0-6-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.666667,E1a-1.4-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/bwRdZThV/E1a-1-4-S-0-6-30-O-0-6-6028-No-daylight.png
0.587302,E1a-1.2-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/FF2Y8zp8/E1a-1-2-S-0-6-30-O-0-6-6028-No-daylight.png
0.5,E1a-1.0-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/R0sFRZqY/E1a-1-S-0-6-30-O-0-6-6028-No-daylight.png
0.388889,E1a-0.8-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/6TJx0Ddr/E1a-0-8-S-0-6-30-O-0-6-6028-No-daylight.png
0.206349,E1a-0.6-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/V6vwL9fV/E1a-0-6-S-0-6-30-O-0-6-6028-No-daylight.png
0.571429,E1a-1.4-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/fRvkVKNB/E1a-1-4-S-0-6-30-O-0-6-5123-No-daylight.png
0.492063,E1a-1.2-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/L4rJw5D0/E1a-1-2-S-0-6-30-O-0-6-5123-No-daylight.png
0.412699,E1a-1.0-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/7Ls6VZbj/E1a-1-S-0-6-30-O-0-6-5123-No-daylight.png
0.309524,E1a-0.8-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/mhfWw0QM/E1a-0-8-S-0-6-30-O-0-6-5123-No-daylight.png
0.134921,E1a-0.6-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/26yY8dkX/E1a-0-6-S-0-6-30-O-0-6-5123-No-daylight.png
0.468254,E1a-1.4-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/6phT80X1/E1a-1-4-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.444444,E1a-1.2-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/BZdjkbpr/E1a-1-2-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.5,E1a-1.0-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/k514cgDz/E1a-1-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.373016,E1a-0.8-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/Rq5xRjcc/E1a-0-8-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.222222,E1a-0.6-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/mDnscckN/E1a-0-6-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.428572,E1a-1.4-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/Hktjr2gZ/E1a-1-4-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.404762,E1a-1.2-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/Y2JvZ0RT/E1a-1-2-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.412698,E1a-1.0-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/3wSRBxW6/E1a-1-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.309524,E1a-0.8-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/23RNwP4n/E1a-0-8-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.126984,E1a-0.6-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/1tdQggX0/E1a-0-6-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.611111,E1a-1.4-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/wjk31Vzq/E1a-1-4-S-0-8-30-O-0-8-6028-No-daylight.png
0.539683,E1a-1.2-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/15w8QS7k/E1a-1-2-S-0-8-30-O-0-8-6028-No-daylight.png
0.436508,E1a-1.0-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/xCXdFVbB/E1a-1-S-0-8-30-O-0-8-6028-No-daylight.png
0.325397,E1a-0.8-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/WtLcnQMC/E1a-0-8-S-0-8-30-O-0-8-6028-No-daylight.png
0.150794,E1a-0.6-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/63PX77Ts/E1a-0-6-S-0-8-30-O-0-8-6028-No-daylight.png
0.515873,E1a-1.4-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/3wJNmv8z/E1a-1-4-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1a-1.2-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/kXK2mCYZ/E1a-1-2-S-0-8-30-O-0-8-5123-No-daylight.png
0.365079,E1a-1.0-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/ydDNrCSG/E1a-1-S-0-8-30-O-0-8-5123-No-daylight.png
0.246032,E1a-0.8-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/mhfWw0Qq/E1a-0-8-S-0-8-30-O-0-8-5123-No-daylight.png
0.071428,E1a-0.6-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/SsPhXXRv/E1a-0-6-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1a-1.4-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/bvNrktyK/E1a-1-4-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.412699,E1a-1.2-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/YqYvH7yK/E1a-1-2-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.436508,E1a-1.0-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/RFW0bxnj/E1a-1-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.31746,E1a-0.8-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/kD3PckxL/E1a-0-8-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.142857,E1a-0.6-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/FR64ffzM/E1a-0-6-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.396826,E1a-1.4-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/DwcmSgh2/E1a-1-4-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.380953,E1a-1.2-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/DyLSThpH/E1a-1-2-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.349206,E1a-1.0-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/V6JNHPbT/E1a-1-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.246032,E1a-0.8-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/G9wnQZkf/E1a-0-8-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.079365,E1a-0.6-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/XJPbZZqt/E1a-0-6-S-0-8-30-O-0-8-5123-Yes-daylight.png
