out:sDA,out:ID,Link_E1c
0.468254,E1c-1.2-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/JnFs1zLM/E1c-1-2-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.587302,E1c-1.0-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/SNCftw6G/E1c-1-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.404762,E1c-0.8-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/9QPwG2d5/E1c-0-8-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.349206,E1c-0.6-S-0.4-15_O-0.4-6028-Yes,https://i.postimg.cc/YqWWCY0X/E1c-0-6-S-0-4-15-O-0-4-6028-Yes-daylight.png
0.444444,E1c-1.4-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/FFfZ0f1f/E1c-1-4-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.436508,E1c-1.2-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/1td893QS/E1c-1-2-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.492063,E1c-1.0-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/m2Cy60Yy/E1c-1-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.36508,E1c-0.8-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/YCNL1715/E1c-0-8-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.261905,E1c-0.6-S-0.4-15_O-0.4-5123-Yes,https://i.postimg.cc/28ZZShyG/E1c-0-6-S-0-4-15-O-0-4-5123-Yes-daylight.png
0.698413,E1c-1.4-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/QNBbcBVf/E1c-1-4-S-0-6-15-O-0-6-6028-No-daylight.png
0.611111,E1c-1.2-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/bJ5Zzwhb/E1c-1-2-S-0-6-15-O-0-6-6028-No-daylight.png
0.531746,E1c-1.0-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/wjzQK02k/E1c-1-S-0-6-15-O-0-6-6028-No-daylight.png
0.428572,E1c-0.8-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/9fWRbkbh/E1c-0-8-S-0-6-15-O-0-6-6028-No-daylight.png
0.277778,E1c-0.6-S-0.6-15_O-0.6-6028-No,https://i.postimg.cc/jd77SPCs/E1c-0-6-S-0-6-15-O-0-6-6028-No-daylight.png
0.603175,E1c-1.4-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/rydJ5dzJ/E1c-1-4-S-0-6-15-O-0-6-5123-No-daylight.png
0.515873,E1c-1.2-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/C12RFxgq/E1c-1-2-S-0-6-15-O-0-6-5123-No-daylight.png
0.444444,E1c-1.0-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/bwP9X3gT/E1c-1-S-0-6-15-O-0-6-5123-No-daylight.png
0.34127,E1c-0.8-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/CKFB727y/E1c-0-8-S-0-6-15-O-0-6-5123-No-daylight.png
0.150794,E1c-0.6-S-0.6-15_O-0.6-5123-No,https://i.postimg.cc/rFrrwxzM/E1c-0-6-S-0-6-15-O-0-6-5123-No-daylight.png
0.484127,E1c-1.4-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/9X4py4zx/E1c-1-4-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.444444,E1c-1.2-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/DZNS2wT1/E1c-1-2-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.531746,E1c-1.0-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/2SY7p2GT/E1c-1-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.373016,E1c-0.8-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/nLHj2W2Z/E1c-0-8-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.269841,E1c-0.6-S-0.6-15_O-0.6-6028-Yes,https://i.postimg.cc/5NCC2Lj2/E1c-0-6-S-0-6-15-O-0-6-6028-Yes-daylight.png
0.436508,E1c-1.4-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/NGy4RyLp/E1c-1-4-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.404762,E1c-1.2-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/V6hJYk8t/E1c-1-2-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.444444,E1c-1.0-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/Jz85wPxx/E1c-1-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.325397,E1c-0.8-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/xd0J5Z5S/E1c-0-8-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.150794,E1c-0.6-S-0.6-15_O-0.6-5123-Yes,https://i.postimg.cc/c4nnLw6d/E1c-0-6-S-0-6-15-O-0-6-5123-Yes-daylight.png
0.642858,E1c-1.4-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/Dftc62bx/E1c-1-4-S-0-8-15-O-0-8-6028-No-daylight.png
0.555556,E1c-1.2-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/7hTfbrHn/E1c-1-2-S-0-8-15-O-0-8-6028-No-daylight.png
0.484127,E1c-1.0-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/FHvVtDG5/E1c-1-S-0-8-15-O-0-8-6028-No-daylight.png
0.373016,E1c-0.8-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/YSb4sxD2/E1c-0-8-S-0-8-15-O-0-8-6028-No-daylight.png
0.166667,E1c-0.6-S-0.8-15_O-0.8-6028-No,https://i.postimg.cc/sgCZQxZx/E1c-0-6-S-0-8-15-O-0-8-6028-No-daylight.png
0.547619,E1c-1.4-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/6670C7yJ/E1c-1-4-S-0-8-15-O-0-8-5123-No-daylight.png
0.47619,E1c-1.2-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/tJVY7GqF/E1c-1-2-S-0-8-15-O-0-8-5123-No-daylight.png
0.380953,E1c-1.0-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/6pKfsYzN/E1c-1-S-0-8-15-O-0-8-5123-No-daylight.png
0.285714,E1c-0.8-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/6Q92cPc4/E1c-0-8-S-0-8-15-O-0-8-5123-No-daylight.png
0.111111,E1c-0.6-S-0.8-15_O-0.8-5123-No,https://i.postimg.cc/Gmns8ts3/E1c-0-6-S-0-8-15-O-0-8-5123-No-daylight.png
0.444444,E1c-1.4-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/jqGhcsJ3/E1c-1-4-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.428572,E1c-1.2-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/GtsH9nLQ/E1c-1-2-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.47619,E1c-1.0-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/qvrxfjQT/E1c-1-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.34127,E1c-0.8-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/jjZWFh3x/E1c-0-8-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.190476,E1c-0.6-S-0.8-15_O-0.8-6028-Yes,https://i.postimg.cc/8zgrJcrs/E1c-0-6-S-0-8-15-O-0-8-6028-Yes-daylight.png
0.404762,E1c-1.4-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/G3ZjKcsM/E1c-1-4-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.380953,E1c-1.2-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/5yF6jW45/E1c-1-2-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.396826,E1c-1.0-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/Cx0symJy/E1c-1-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.285714,E1c-0.8-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/252qKx9z/E1c-0-8-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.126984,E1c-0.6-S-0.8-15_O-0.8-5123-Yes,https://i.postimg.cc/mgWFzkFr/E1c-0-6-S-0-8-15-O-0-8-5123-Yes-daylight.png
0.84127,E1c-1.4-S-0-30_O-0-6028-No,https://i.postimg.cc/WpQ782kz/E1c-1-4-S-0-30-O-0-6028-No-daylight.png
0.769841,E1c-1.2-S-0-30_O-0-6028-No,https://i.postimg.cc/5jdjCKyP/E1c-1-2-S-0-30-O-0-6028-No-daylight.png
0.68254,E1c-1.0-S-0-30_O-0-6028-No,https://i.postimg.cc/7ZNMq0QP/E1c-1-S-0-30-O-0-6028-No-daylight.png
0.579365,E1c-0.8-S-0-30_O-0-6028-No,https://i.postimg.cc/ydxJ4S2m/E1c-0-8-S-0-30-O-0-6028-No-daylight.png
0.484127,E1c-0.6-S-0-30_O-0-6028-No,https://i.postimg.cc/fR7SxsxX/E1c-0-6-S-0-30-O-0-6028-No-daylight.png
0.722222,E1c-1.4-S-0-30_O-0-5123-No,https://i.postimg.cc/66Dhc9vQ/E1c-1-4-S-0-30-O-0-5123-No-daylight.png
0.666667,E1c-1.2-S-0-30_O-0-5123-No,https://i.postimg.cc/SjFjM1RD/E1c-1-2-S-0-30-O-0-5123-No-daylight.png
0.579366,E1c-1.0-S-0-30_O-0-5123-No,https://i.postimg.cc/VkFBznHk/E1c-1-S-0-30-O-0-5123-No-daylight.png
0.492063,E1c-0.8-S-0-30_O-0-5123-No,https://i.postimg.cc/1zJgjK7W/E1c-0-8-S-0-30-O-0-5123-No-daylight.png
0.380953,E1c-0.6-S-0-30_O-0-5123-No,https://i.postimg.cc/FHbkjvjk/E1c-0-6-S-0-30-O-0-5123-No-daylight.png
0.84127,E1c-1.4-S-0-30_O-0-6028-Yes,https://i.postimg.cc/FF2xp9L7/E1c-1-4-S-0-30-O-0-6028-Yes-daylight.png
0.761905,E1c-1.2-S-0-30_O-0-6028-Yes,https://i.postimg.cc/G9w9ygt7/E1c-1-2-S-0-30-O-0-6028-Yes-daylight.png
0.666667,E1c-1.0-S-0-30_O-0-6028-Yes,https://i.postimg.cc/0yCd9DHN/E1c-1-S-0-30-O-0-6028-Yes-daylight.png
0.579365,E1c-0.8-S-0-30_O-0-6028-Yes,https://i.postimg.cc/bJrGc24g/E1c-0-8-S-0-30-O-0-6028-Yes-daylight.png
0.484127,E1c-0.6-S-0-30_O-0-6028-Yes,https://i.postimg.cc/130VpSpw/E1c-0-6-S-0-30-O-0-6028-Yes-daylight.png
0.722222,E1c-1.4-S-0-30_O-0-5123-Yes,https://i.postimg.cc/44r1PJ9d/E1c-1-4-S-0-30-O-0-5123-Yes-daylight.png
0.642857,E1c-1.2-S-0-30_O-0-5123-Yes,https://i.postimg.cc/0rRrwXjV/E1c-1-2-S-0-30-O-0-5123-Yes-daylight.png
0.571429,E1c-1.0-S-0-30_O-0-5123-Yes,https://i.postimg.cc/13KcywY5/E1c-1-S-0-30-O-0-5123-Yes-daylight.png
0.492063,E1c-0.8-S-0-30_O-0-5123-Yes,https://i.postimg.cc/rmsdXt75/E1c-0-8-S-0-30-O-0-5123-Yes-daylight.png
0.380953,E1c-0.6-S-0-30_O-0-5123-Yes,https://i.postimg.cc/L8kgzSz1/E1c-0-6-S-0-30-O-0-5123-Yes-daylight.png
0.777778,E1c-1.4-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/5jdjCKjV/E1c-1-4-S-0-2-30-O-0-2-6028-No-daylight.png
0.706349,E1c-1.2-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/mDkcfF04/E1c-1-2-S-0-2-30-O-0-2-6028-No-daylight.png
0.611111,E1c-1.0-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/KvBDsdPR/E1c-1-S-0-2-30-O-0-2-6028-No-daylight.png
0.515873,E1c-0.8-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/7Z1Jg4gB/E1c-0-8-S-0-2-30-O-0-2-6028-No-daylight.png
0.396826,E1c-0.6-S-0.2-30_O-0.2-6028-No,https://i.postimg.cc/h4wmnpDs/E1c-0-6-S-0-2-30-O-0-2-6028-No-daylight.png
0.666667,E1c-1.4-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/G9w9yg9n/E1c-1-4-S-0-2-30-O-0-2-5123-No-daylight.png
0.611111,E1c-1.2-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/sXxBdZbt/E1c-1-2-S-0-2-30-O-0-2-5123-No-daylight.png
0.523809,E1c-1.0-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/hPT13HLh/E1c-1-S-0-2-30-O-0-2-5123-No-daylight.png
0.436508,E1c-0.8-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/7Z1Jg4gm/E1c-0-8-S-0-2-30-O-0-2-5123-No-daylight.png
0.325397,E1c-0.6-S-0.2-30_O-0.2-5123-No,https://i.postimg.cc/tRf6b2q5/E1c-0-6-S-0-2-30-O-0-2-5123-No-daylight.png
0.444444,E1c-1.4-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/s1d1hH1y/E1c-1-4-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.452381,E1c-1.2-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/76hC8Tpw/E1c-1-2-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.619048,E1c-1.0-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/L6L30rtg/E1c-1-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.428572,E1c-0.8-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/pLQ5DvDG/E1c-0-8-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.388889,E1c-0.6-S-0.2-30_O-0.2-6028-Yes,https://i.postimg.cc/J7gX8PrK/E1c-0-6-S-0-2-30-O-0-2-6028-Yes-daylight.png
0.436508,E1c-1.4-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/pybyFcyt/E1c-1-4-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.444444,E1c-1.2-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/wvMt8sSd/E1c-1-2-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.531746,E1c-1.0-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/jdP4kGHW/E1c-1-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.388889,E1c-0.8-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/K873nbn0/E1c-0-8-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.31746,E1c-0.6-S-0.2-30_O-0.2-5123-Yes,https://i.postimg.cc/HWKMmBYt/E1c-0-6-S-0-2-30-O-0-2-5123-Yes-daylight.png
0.722222,E1c-1.4-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/MZcD1cXR/E1c-1-4-S-0-4-30-O-0-4-6028-No-daylight.png
0.642857,E1c-1.2-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/C12RFxgK/E1c-1-2-S-0-4-30-O-0-4-6028-No-daylight.png
0.555556,E1c-1.0-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/qMyxZ9sQ/E1c-1-S-0-4-30-O-0-4-6028-No-daylight.png
0.444444,E1c-0.8-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/XvVGLP81/E1c-0-8-S-0-4-30-O-0-4-6028-No-daylight.png
0.31746,E1c-0.6-S-0.4-30_O-0.4-6028-No,https://i.postimg.cc/m2HHgCkn/E1c-0-6-S-0-4-30-O-0-4-6028-No-daylight.png
0.611111,E1c-1.4-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/fW3KY3k0/E1c-1-4-S-0-4-30-O-0-4-5123-No-daylight.png
0.555556,E1c-1.2-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/NMnKgjcF/E1c-1-2-S-0-4-30-O-0-4-5123-No-daylight.png
0.484127,E1c-1.0-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/3JmFbPXn/E1c-1-S-0-4-30-O-0-4-5123-No-daylight.png
0.380953,E1c-0.8-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/9QPwG2dH/E1c-0-8-S-0-4-30-O-0-4-5123-No-daylight.png
0.222222,E1c-0.6-S-0.4-30_O-0.4-5123-No,https://i.postimg.cc/DyXXwL0p/E1c-0-6-S-0-4-30-O-0-4-5123-No-daylight.png
0.444444,E1c-1.4-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/rydJ5dz5/E1c-1-4-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.468254,E1c-1.2-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/4d0YJxgm/E1c-1-2-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.555556,E1c-1.0-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/W1VwRX8g/E1c-1-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.388889,E1c-0.8-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/5txYgr3k/E1c-0-8-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.325397,E1c-0.6-S-0.4-30_O-0.4-6028-Yes,https://i.postimg.cc/BQKKnHby/E1c-0-6-S-0-4-30-O-0-4-6028-Yes-daylight.png
0.436508,E1c-1.4-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/3ryB2yWG/E1c-1-4-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.436508,E1c-1.2-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/FR6Y9H4h/E1c-1-2-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.468254,E1c-1.0-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/9FZYNvdb/E1c-1-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.36508,E1c-0.8-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/FK9dp6Z6/E1c-0-8-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.222222,E1c-0.6-S-0.4-30_O-0.4-5123-Yes,https://i.postimg.cc/ZKdd5pnD/E1c-0-6-S-0-4-30-O-0-4-5123-Yes-daylight.png
0.666667,E1c-1.4-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/HWJ2bJjP/E1c-1-4-S-0-6-30-O-0-6-6028-No-daylight.png
0.587302,E1c-1.2-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/QCWHVZ8V/E1c-1-2-S-0-6-30-O-0-6-6028-No-daylight.png
0.5,E1c-1.0-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/P5HQG2y3/E1c-1-S-0-6-30-O-0-6-6028-No-daylight.png
0.388889,E1c-0.8-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/5txYgrg2/E1c-0-8-S-0-6-30-O-0-6-6028-No-daylight.png
0.206349,E1c-0.6-S-0.6-30_O-0.6-6028-No,https://i.postimg.cc/sgCZQxZr/E1c-0-6-S-0-6-30-O-0-6-6028-No-daylight.png
0.571429,E1c-1.4-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/ZY9c6907/E1c-1-4-S-0-6-30-O-0-6-5123-No-daylight.png
0.492063,E1c-1.2-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/mkFthWLk/E1c-1-2-S-0-6-30-O-0-6-5123-No-daylight.png
0.412699,E1c-1.0-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/8zGm8t4Z/E1c-1-S-0-6-30-O-0-6-5123-No-daylight.png
0.309524,E1c-0.8-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/W42F8y8T/E1c-0-8-S-0-6-30-O-0-6-5123-No-daylight.png
0.134921,E1c-0.6-S-0.6-30_O-0.6-5123-No,https://i.postimg.cc/VLCCkn5N/E1c-0-6-S-0-6-30-O-0-6-5123-No-daylight.png
0.468254,E1c-1.4-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/nVskqsMP/E1c-1-4-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.444444,E1c-1.2-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/J0BGtCrs/E1c-1-2-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.5,E1c-1.0-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/3xhFMn1b/E1c-1-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.373016,E1c-0.8-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/vmQghKhB/E1c-0-8-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.222222,E1c-0.6-S-0.6-30_O-0.6-6028-Yes,https://i.postimg.cc/t4GVZJV9/E1c-0-6-S-0-6-30-O-0-6-6028-Yes-daylight.png
0.428572,E1c-1.4-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/PfL41LN7/E1c-1-4-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.404762,E1c-1.2-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/x8bcqVfC/E1c-1-2-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.412698,E1c-1.0-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/qvrxfjwm/E1c-1-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.309524,E1c-0.8-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/YSpGRPRq/E1c-0-8-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.126984,E1c-0.6-S-0.6-30_O-0.6-5123-Yes,https://i.postimg.cc/JzCBD0BW/E1c-0-6-S-0-6-30-O-0-6-5123-Yes-daylight.png
0.611111,E1c-1.4-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/Dftc62bM/E1c-1-4-S-0-8-30-O-0-8-6028-No-daylight.png
0.539683,E1c-1.2-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/kGtBDPJY/E1c-1-2-S-0-8-30-O-0-8-6028-No-daylight.png
0.436508,E1c-1.0-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/dV9mJrNp/E1c-1-S-0-8-30-O-0-8-6028-No-daylight.png
0.325397,E1c-0.8-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/8CtF0bXf/E1c-0-8-S-0-8-30-O-0-8-6028-No-daylight.png
0.150794,E1c-0.6-S-0.8-30_O-0.8-6028-No,https://i.postimg.cc/y8CSgxS3/E1c-0-6-S-0-8-30-O-0-8-6028-No-daylight.png
0.515873,E1c-1.4-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/T2Zc0RWB/E1c-1-4-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1c-1.2-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/GtsH9nLK/E1c-1-2-S-0-8-30-O-0-8-5123-No-daylight.png
0.365079,E1c-1.0-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/NjtkhpbY/E1c-1-S-0-8-30-O-0-8-5123-No-daylight.png
0.246032,E1c-0.8-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/8CtF0bXz/E1c-0-8-S-0-8-30-O-0-8-5123-No-daylight.png
0.071428,E1c-0.6-S-0.8-30_O-0.8-5123-No,https://i.postimg.cc/Gmns8tsH/E1c-0-6-S-0-8-30-O-0-8-5123-No-daylight.png
0.444444,E1c-1.4-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/mZ0SjbF0/E1c-1-4-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.412699,E1c-1.2-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/nrQCMfF0/E1c-1-2-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.436508,E1c-1.0-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/FHxgh3C2/E1c-1-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.31746,E1c-0.8-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/9fJ4nBg9/E1c-0-8-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.142857,E1c-0.6-S-0.8-30_O-0.8-6028-Yes,https://i.postimg.cc/g2b6Xj6X/E1c-0-6-S-0-8-30-O-0-8-6028-Yes-daylight.png
0.396826,E1c-1.4-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/zD9k7JRQ/E1c-1-4-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.380953,E1c-1.2-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/nrQCMfFT/E1c-1-2-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.349206,E1c-1.0-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/jShQRP39/E1c-1-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.246032,E1c-0.8-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/nL0sP1Sj/E1c-0-8-S-0-8-30-O-0-8-5123-Yes-daylight.png
0.079365,E1c-0.6-S-0.8-30_O-0.8-5123-Yes,https://i.postimg.cc/QdZW9CWB/E1c-0-6-S-0-8-30-O-0-8-5123-Yes-daylight.png
